text	motif
733	она испытывала чувство вроде того какое испытывала в детстве когда под наказанием была заперта в своей комнате и слушала веселый смех сестер
841	спросил облонский обращая внимание левина на протяжное гуканье как будто тонким голоском шаля ржал жеребенок
841	спросил облонский обращая внимание левина на протяжное гуканье как будто тонким голоском шаля ржал жеребенок
903	из середины и извне круга все теснились к столбу и кавалергардская группа солдат и офицеров громкими возгласами выражала радость ожидаемого торжества своего офицера и товарища
903	из середины и извне круга все теснились к столбу и кавалергардская группа солдат и офицеров громкими возгласами выражала радость ожидаемого торжества своего офицера и товарища
908	лошадь покосилась сильнее оскалилась и прижала ухо
908	лошадь покосилась сильнее оскалилась и прижала ухо
935	он улыбнулся своею холодною улыбкой
935	он улыбнулся своею холодною улыбкой
936	алексей александрович улыбнулся своею улыбкой только открывавшею зубы но ничего более не говорившею
936	алексей александрович улыбнулся своею улыбкой только открывавшею зубы но ничего более не говорившею
945	она улыбается над моими подозрениями
945	он увидел эту улыбку и странное заблуждение нашло на него
945	она улыбается над моими подозрениями
945	он увидел эту улыбку и странное заблуждение нашло на него
965	кити видела что варенька с трудом удерживала улыбку при словах что ее нужно провожать
965	кити видела что варенька с трудом удерживала улыбку при словах что ее нужно провожать
968	заметила еще что когда она застала у нее католического священника мадам шталь старательно держала свое лицо в тени абажура и особенно улыбалась
968	заметила еще что когда она застала у нее католического священника мадам шталь старательно держала свое лицо в тени абажура и особенно улыбалась
972	она вспоминала наивную радость выражавшуюся на круглом добродушном лице анны павловны при их встречах вспоминала их тайные переговоры о больном заговоры о том чтоб отвлечь его от работы которая была ему запрещена и увести его гулять привязанность меньшого мальчика называвшего ее моя кити не хотевшего без нее ложиться спать
972	она вспоминала наивную радость выражавшуюся на круглом добродушном лице анны павловны при их встречах вспоминала их тайные переговоры о больном заговоры о том чтоб отвлечь его от работы которая была ему запрещена и увести его гулять привязанность меньшого мальчика называвшего ее моя кити не хотевшего без нее ложиться спать
987	полковник как всегда улыбался шуткам князя но насчет европы которую он внимательно изучал как он думал он держал сторону княгини
987	полковник как всегда улыбался шуткам князя но насчет европы которую он внимательно изучал как он думал он держал сторону княгини
988	она испытывала чувство вроде того какое испытывала в детстве когда под наказанием была заперта в своей комнате и слушала веселый смех сестер
988	она испытывала чувство вроде того какое испытывала в детстве когда под наказанием была заперта в своей комнате и слушала веселый смех сестер
1020	сказал он и левин услыхал сдержанный смех между косцами
1020	сказал он и левин услыхал сдержанный смех между косцами
1029	он чувствовал себя более близким к нему чем к брату и невольно улыбался от нежности которую он испытывал к этому человеку
1029	он чувствовал себя более близким к нему чем к брату и невольно улыбался от нежности которую он испытывал к этому человеку
1056	и глядя на его ловкие сильные осторожно заботливые и слишком напряженные движения мать успокоилась и весело и одобрительно улыбалась глядя на него
1056	осторожно заботливые и слишком напряженные движения мать успокоилась и весело и одобрительно улыбалась глядя на него
1114	тем заразительным смехом каким смеются редко смеющиеся люди
1139	он улыбался тому что предвидел тему на которую обратился разговор и это было ему приятно
1139	он улыбался тому что предвидел тему на которую обратился разговор и это было ему приятно
1253	сказал он и левин услыхал сдержанный смех между косцами
1253	сказал он и левин услыхал сдержанный смех между косцами
1263	он чувствовал себя более близким к нему чем к брату и невольно улыбался от нежности которую он испытывал к этому человеку
1263	он чувствовал себя более близким к нему чем к брату и невольно улыбался от нежности которую он испытывал к этому человеку
1292	осторожно заботливые и слишком напряженные движения мать успокоилась и весело и одобрительно улыбалась глядя на него
1353	это вопрос ужасного ребенка и бетси видимо хотела но не могла удержаться и разразилась тем заразительным смехом каким смеются редко смеющиеся люди
1353	тем заразительным смехом каким смеются редко смеющиеся люди
1380	он улыбался тому что предвидел тему на которую обратился разговор и это было ему приятно
1380	он улыбался тому что предвидел тему на которую обратился разговор и это было ему приятно
1498	но если вам угодно подтверждение алексей александрович взглянул в его лицо и увидал что серые умные глаза смеются и все уж знают
1498	но если вам угодно подтверждение алексей александрович взглянул в его лицо и увидал что серые умные глаза смеются и все уж знают
1509	дама улыбалась доброю улыбкой и тоже махала рукой алексею александровичу
1509	дама улыбалась доброю улыбкой и тоже махала рукой алексею александровичу
1509	он держался одною рукой за окно остановившейся на углу кареты из окна которой высовывались женская голова в бархатной шляпе и две детские головки и улыбался и манил рукой зятя
1509	он держался одною рукой за окно остановившейся на углу кареты из окна которой высовывались женская голова в бархатной шляпе и две детские головки и улыбался и манил рукой зятя
1516	степан аркадьич тонко и ласково улыбался слушая левина
1516	степан аркадьич тонко и ласково улыбался слушая левина
1543	туровцын разразился громким смехом и сергей иванович пожалел что не он сказал это
1543	туровцын разразился громким смехом и сергей иванович пожалел что не он сказал это
1546	как хорошо смеется туровцын
1546	как хорошо смеется туровцын
1555	алексей александрович презрительно усмехнулся
1555	алексей александрович презрительно усмехнулся
1563	сергей иванович засмеялся веселым смехом что с ним редко бывало
1563	сергей иванович засмеялся веселым смехом что с ним редко бывало
1575	xvi княгиня сидела в кресле молча и улыбалась князь сел подле нее
1575	xvi княгиня сидела в кресле молча и улыбалась князь сел подле нее
1624	алексей александрович грустно усмехнулся посмотрел на шурина и не отвечая подошел к столу взял с него начатое письмо и подал шурину
1624	алексей александрович грустно усмехнулся посмотрел на шурина и не отвечая подошел к столу взял с него начатое письмо и подал шурину
1631	но видно это была воля божия прибавил он и сказав это почувствовал что это было глупо и с трудом удержал улыбку над своею глупостью
1631	но видно это была воля божия прибавил он и сказав это почувствовал что это было глупо и с трудом удержал улыбку над своею глупостью
1665	но если вам угодно подтверждение алексей александрович взглянул в его лицо и увидал что серые умные глаза смеются и все уж знают
1665	но если вам угодно подтверждение алексей александрович взглянул в его лицо и увидал что серые умные глаза смеются и все уж знают
1676	он держался одною рукой за окно остановившейся на углу кареты из окна которой высовывались женская голова в бархатной шляпе и две детские головки и улыбался и манил рукой зятя
1676	дама улыбалась доброю улыбкой и тоже махала рукой алексею александровичу
1676	он держался одною рукой за окно остановившейся на углу кареты из окна которой высовывались женская голова в бархатной шляпе и две детские головки и улыбался и манил рукой зятя
1676	дама улыбалась доброю улыбкой и тоже махала рукой алексею александровичу
1685	степан аркадьич тонко и ласково улыбался слушая левина
1685	степан аркадьич тонко и ласково улыбался слушая левина
1713	туровцын разразился громким смехом и сергей иванович пожалел что не он сказал это
1713	туровцын разразился громким смехом и сергей иванович пожалел что не он сказал это
1716	как хорошо смеется туровцын
1716	как хорошо смеется туровцын
1726	алексей александрович презрительно усмехнулся
1726	алексей александрович презрительно усмехнулся
1735	сергей иванович засмеялся веселым смехом что с ним редко бывало
1735	сергей иванович засмеялся веселым смехом что с ним редко бывало
1748	xvi княгиня сидела в кресле молча и улыбалась князь сел подле нее
1748	xvi княгиня сидела в кресле молча и улыбалась князь сел подле нее
1800	алексей александрович грустно усмехнулся посмотрел на шурина и не отвечая подошел к столу взял с него начатое письмо и подал шурину
1800	алексей александрович грустно усмехнулся посмотрел на шурина и не отвечая подошел к столу взял с него начатое письмо и подал шурину
1807	но видно это была воля божия прибавил он и сказав это почувствовал что это было глупо и с трудом удержал улыбку над своею глупостью
1807	но видно это была воля божия прибавил он и сказав это почувствовал что это было глупо и с трудом удержал улыбку над своею глупостью
1901	бывало холостым глядя на чужую супружескую жизнь на мелочные заботы ссоры ревность он только презрительно улыбался в душе
1901	бывало холостым глядя на чужую супружескую жизнь на мелочные заботы ссоры ревность он только презрительно улыбался в душе
1903	он видел что старик повар улыбался любуясь ею и слушая ее неумелые невозможные приказания видел что агафья михайловна задумчиво и ласково покачивала головой на новые распоряжения молодой барыни в кладовой видел что кити была необыкновенно мила когда она смеясь и плача приходила к нему объявить что девушка маша привыкла считать ее барышней и оттого ее никто не слушает
1903	он видел что старик повар улыбался любуясь ею и слушая ее неумелые невозможные приказания видел что агафья михайловна задумчиво и ласково покачивала головой на новые распоряжения молодой барыни в кладовой видел что кити была
1911	левин улыбался своим мыслям и неодобрительно покачивал головой на эти мысли чувство подобное раскаянию мучало его
1911	левин улыбался своим мыслям и неодобрительно покачивал головой на эти мысли чувство подобное раскаянию мучало его
1951	и через минуту лицо просветлело под усами выступила улыбка и собравшиеся женщины озабоченно принялись убирать покойника
1951	и через минуту лицо просветлело под усами выступила улыбка и собравшиеся женщины озабоченно принялись убирать покойника
1974	какой нынче прекрасный что они смеялись над ним он знал это но он и не ждал от них ничего кроме враждебности он уже привык к этому
1974	какой нынче прекрасный что они смеялись над ним он знал это но он и не ждал от них ничего кроме враждебности он уже привык к этому
1989	а он хохотал и кусал ее белую с кольцами руку
2014	вот бог привел радость нашему новорожденному
2014	вот бог привел радость нашему новорожденному
2020	он в белой рубашке сидел верхом на стуле хмурился глазами и улыбался ртом
2020	он в белой рубашке сидел верхом на стуле хмурился глазами и улыбался ртом
2036	когда вронский опять навел в ту сторону бинокль он заметил что княжна варвара особенно красна неестественно смеется и беспрестанно оглядывается на соседнюю ложу анна же сложив веер и постукивая им по красному бархату приглядывается куда-то но не видит и очевидно не хочет видеть того что происходит в соседней ложе
2036	когда вронский опять навел в ту сторону бинокль он заметил что княжна варвара особенно красна неестественно смеется и беспрестанно оглядывается на соседнюю ложу анна же сложив веер и постукивая им по красному бархату приглядывается куда-то но не видит и очевидно не хочет видеть того что происходит в соседней ложе
2137	бывало холостым глядя на чужую супружескую жизнь на мелочные заботы ссоры ревность он только презрительно улыбался в душе
2137	бывало холостым глядя на чужую супружескую жизнь на мелочные заботы ссоры ревность он только презрительно улыбался в душе
2139	он видел что старик повар улыбался любуясь ею и слушая ее неумелые невозможные приказания видел что агафья михайловна задумчиво и ласково покачивала головой на новые распоряжения молодой барыни в кладовой видел что кити была
2148	левин улыбался своим мыслям и неодобрительно покачивал головой на эти мысли чувство подобное раскаянию мучало его
2148	левин улыбался своим мыслям и неодобрительно покачивал головой на эти мысли чувство подобное раскаянию мучало его
2191	и через минуту лицо просветлело под усами выступила улыбка и собравшиеся женщины озабоченно принялись убирать покойника
2191	и через минуту лицо просветлело под усами выступила улыбка и собравшиеся женщины озабоченно принялись убирать покойника
2216	какой нынче прекрасный что они смеялись над ним он знал это но он и не ждал от них ничего кроме враждебности он уже привык к этому
2216	какой нынче прекрасный что они смеялись над ним он знал это но он и не ждал от них ничего кроме враждебности он уже привык к этому
2233	а он хохотал и кусал ее белую с кольцами руку
2233	все лицо ее будет видно она улыбнется обнимет его он услышит ее запах почувствует нежность ее руки и заплачет счастливо как он раз вечером лег ей в ноги и она щекотала его а он хохотал и кусал ее белую с кольцами руку
2260	вот бог привел радость нашему новорожденному
2260	вот бог привел радость нашему новорожденному
2266	он в белой рубашке сидел верхом на стуле хмурился глазами и улыбался ртом
2266	он в белой рубашке сидел верхом на стуле хмурился глазами и улыбался ртом
2283	когда вронский опять навел в ту сторону бинокль он заметил что княжна варвара особенно красна неестественно смеется и беспрестанно оглядывается на соседнюю ложу анна же сложив веер и постукивая им по красному бархату приглядывается куда-то но не видит и очевидно не хочет видеть того что происходит в соседней ложе
2283	когда вронский опять навел в ту сторону бинокль он заметил что княжна варвара особенно красна неестественно смеется и беспрестанно оглядывается на соседнюю ложу анна же сложив веер и постукивая им по красному бархату приглядывается куда-то но не видит и очевидно не хочет видеть того что происходит в соседней ложе
2307	к брату от чувства совестливости за то что он слишком счастлив и в особенности от не оставляющего его желания быть лучше она любила это в нем и потому улыбалась
2343	во-первых всякий упрек показался бы вызванным миновавшею опасностью и шишкой которая вскочила на лбу у левина а во-вторых весловский был так наивно огорчен сначала и потом так смеялся добродушно и увлекательно их общему переполоху что нельзя было самому
2356	он сидел в средине избы и держась обеими руками за лавку с которой его стаскивал солдат брат хозяйки за облитые тиной сапоги смеялся своим заразительно веселым смехом
2356	обеими руками за лавку с которой его стаскивал солдат брат хозяйки за облитые тиной сапоги смеялся своим заразительно веселым смехом
2493	помещик усмехнулся под белыми усами
2493	помещик усмехнулся под белыми усами
2533	к брату от чувства совестливости за то что он слишком счастлив и в особенности от не оставляющего его желания быть лучше она любила это в нем и потому улыбалась
2533	кити знала что эта неискренность его происходила от любви к брату от чувства совестливости за то что он слишком счастлив и в особенности от не оставляющего его желания быть лучше она любила это в нем и потому улыбалась
2573	и потом так смеялся добродушно и увлекательно их общему переполоху что нельзя было самому не смеяться
2586	обеими руками за лавку с которой его стаскивал солдат брат хозяйки за облитые тиной сапоги смеялся своим заразительно веселым смехом
2732	помещик усмехнулся под белыми усами
2732	помещик усмехнулся под белыми усами
2766	она презрительно усмехнулась
2766	она презрительно усмехнулась
2809	я смеюсь сказала
2833	левин посмотрел на него спрашивая взглядом смеется ли он над ним
2833	левин посмотрел на него спрашивая взглядом смеется ли он над ним
2956	она презрительно усмехнулась
2956	она презрительно усмехнулась
3004	я смеюсь сказала
3004	я смеюсь сказала она как смеешься когда увидишь очень похожий портрет
3030	левин посмотрел на него спрашивая взглядом смеется ли он над ним
3030	левин посмотрел на него спрашивая взглядом смеется ли он над ним
3176	она улыбалась тому что хотя она и говорила что он не может узнавать сердцем она знала что не только он узнает агафью михайловну но что он все знает и понимает и знает и понимает еще много такого чего никто не знает и что она мать сама узнала и стала понимать только благодаря ему
3176	она улыбалась тому что хотя она и говорила что он не может узнавать сердцем она знала что не только он узнает агафью михайловну но что он все знает и понимает и знает и понимает еще много такого чего никто не знает и что она мать
3233	румяное и мокрое лицо кити было обращено к нему и робко улыбалось из-под изменившей форму шляпы
3233	румяное и мокрое лицо кити было обращено к нему и робко улыбалось из-под изменившей форму шляпы
3238	кити просияла улыбкой
3238	кити просияла улыбкой
3272	она улыбалась тому что хотя она и говорила что он не может узнавать сердцем она знала что не только он узнает агафью михайловну но что он все знает и понимает и знает и понимает еще много такого чего никто не знает и что она мать
3336	румяное и мокрое лицо кити было обращено к нему и робко улыбалось из-под изменившей форму шляпы
3336	румяное и мокрое лицо кити было обращено к нему и робко улыбалось из-под изменившей форму шляпы
3341	кити просияла улыбкой
3341	кити просияла улыбкой
